"TIME","GEO","UNIT","AGE","SEX","Value","Flag and Footnotes"
"2010","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Percentage","Less than 16 years","Females","25.0","e"
"2010","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Percentage","From 16 to 24 years","Total","27.7","e"
"2010","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Percentage","From 16 to 24 years","Males","26.3","e"
"2010","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Percentage","From 16 to 24 years","Females","29.2","e"
"2010","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Percentage","From 25 to 54 years","Total","20.6","e"
"2010","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Percentage","From 25 to 54 years","Males","20.0","e"
"2010","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Percentage","From 25 to 54 years","Females","21.2","e"
"2010","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Percentage","55 years or over","Total","19.8","e"
"2010","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Percentage","55 years or over","Males","17.0","e"
"2010","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Percentage","55 years or over","Females","22.1","e"
"2010","Euro area - 19 countries  (from 2015)","Cumulative difference from 2008, in thousands","Total","Total","1,526",""
"2010","Euro area - 19 countries  (from 2015)","Cumulative difference from 2008, in thousands","Total","Males",":",""
"2010","Euro area - 19 countries  (from 2015)","Cumulative difference from 2008, in thousands","Total","Females",":",""
"2010","Euro area - 19 countries  (from 2015)","Cumulative difference from 2008, in thousands","Less than 16 years","Total",":",""
"2010","Euro area - 19 countries  (from 2015)","Cumulative difference from 2008, in thousands","Less than 16 years","Males",":",""
"2010","Euro area - 19 countries  (from 2015)","Cumulative difference from 2008, in thousands","Less than 16 years","Females",":",""
"2010","Euro area - 19 countries  (from 2015)","Cumulative difference from 2008, in thousands","From 16 to 24 years","Total",":",""
"2010","Euro area - 19 countries  (from 2015)","Cumulative difference from 2008, in thousands","From 16 to 24 years","Males",":",""
"2010","Euro area - 19 countries  (from 2015)","Cumulative difference from 2008, in thousands","From 16 to 24 years","Females",":",""
"2010","Euro area - 19 countries  (from 2015)","Cumulative difference from 2008, in thousands","From 25 to 54 years","Total",":",""
"2010","Euro area - 19 countries  (from 2015)","Cumulative difference from 2008, in thousands","From 25 to 54 years","Males",":",""
"2010","Euro area - 19 countries  (from 2015)","Cumulative difference from 2008, in thousands","From 25 to 54 years","Females",":",""
"2010","Euro area - 19 countries  (from 2015)","Cumulative difference from 2008, in thousands","55 years or over","Total",":",""
"2010","Euro area - 19 countries  (from 2015)","Cumulative difference from 2008, in thousands","55 years or over","Males",":",""
"2010","Euro area - 19 countries  (from 2015)","Cumulative difference from 2008, in thousands","55 years or over","Females",":",""
"2010","Euro area - 19 countries  (from 2015)","Thousand persons","Total","Total","72,723",""
"2010","Euro area - 19 countries  (from 2015)","Thousand persons","Total","Males","33,712",""
"2010","Euro area - 19 countries  (from 2015)","Thousand persons","Total","Females","39,011",""
"2010","Euro area - 19 countries  (from 2015)","Thousand persons","Less than 16 years","Total","13,643",""
"2010","Euro area - 19 countries  (from 2015)","Thousand persons","Less than 16 years","Males","7,076",""
"2010","Euro area - 19 countries  (from 2015)","Thousand persons","Less than 16 years","Females","6,567",""
"2010","Euro area - 19 countries  (from 2015)","Thousand persons","From 16 to 24 years","Total","9,599",""
"2010","Euro area - 19 countries  (from 2015)","Thousand persons","From 16 to 24 years","Males","4,634",""
"2010","Euro area - 19 countries  (from 2015)","Thousand persons","From 16 to 24 years","Females","4,965",""
"2010","Euro area - 19 countries  (from 2015)","Thousand persons","From 25 to 54 years","Total","29,475",""
"2010","Euro area - 19 countries  (from 2015)","Thousand persons","From 25 to 54 years","Males","14,150",""
"2010","Euro area - 19 countries  (from 2015)","Thousand persons","From 25 to 54 years","Females","15,325",""
"2010","Euro area - 19 countries  (from 2015)","Thousand persons","55 years or over","Total","20,006",""
"2010","Euro area - 19 countries  (from 2015)","Thousand persons","55 years or over","Males","7,852",""
"2010","Euro area - 19 countries  (from 2015)","Thousand persons","55 years or over","Females","12,154",""
"2010","Euro area - 19 countries  (from 2015)","Percentage","Total","Total","22.0",""
"2010","Euro area - 19 countries  (from 2015)","Percentage","Total","Males","20.9",""
"2010","Euro area - 19 countries  (from 2015)","Percentage","Total","Females","23.1",""
"2010","Euro area - 19 countries  (from 2015)","Percentage","Less than 16 years","Total","25.1",""
"2010","Euro area - 19 countries  (from 2015)","Percentage","Less than 16 years","Males","24.9",""
"2010","Euro area - 19 countries  (from 2015)","Percentage","Less than 16 years","Females","25.2",""
"2010","Euro area - 19 countries  (from 2015)","Percentage","From 16 to 24 years","Total","27.9",""
"2010","Euro area - 19 countries  (from 2015)","Percentage","From 16 to 24 years","Males","26.5",""
"2010","Euro area - 19 countries  (from 2015)","Percentage","From 16 to 24 years","Females","29.4",""
"2010","Euro area - 19 countries  (from 2015)","Percentage","From 25 to 54 years","Total","20.9",""
"2010","Euro area - 19 countries  (from 2015)","Percentage","From 25 to 54 years","Males","20.3",""
"2010","Euro area - 19 countries  (from 2015)","Percentage","From 25 to 54 years","Females","21.4",""
"2010","Euro area - 19 countries  (from 2015)","Percentage","55 years or over","Total","20.0",""
"2010","Euro area - 19 countries  (from 2015)","Percentage","55 years or over","Males","17.2",""
"2010","Euro area - 19 countries  (from 2015)","Percentage","55 years or over","Females","22.4",""
"2010","Euro area - 18 countries (2014)","Cumulative difference from 2008, in thousands","Total","Total","1,368",""
"2010","Euro area - 18 countries (2014)","Cumulative difference from 2008, in thousands","Total","Males",":",""
"2010","Euro area - 18 countries (2014)","Cumulative difference from 2008, in thousands","Total","Females",":",""
"2010","Euro area - 18 countries (2014)","Cumulative difference from 2008, in thousands","Less than 16 years","Total",":",""
"2010","Euro area - 18 countries (2014)","Cumulative difference from 2008, in thousands","Less than 16 years","Males",":",""
"2010","Euro area - 18 countries (2014)","Cumulative difference from 2008, in thousands","Less than 16 years","Females",":",""
"2010","Euro area - 18 countries (2014)","Cumulative difference from 2008, in thousands","From 16 to 24 years","Total",":",""
"2010","Euro area - 18 countries (2014)","Cumulative difference from 2008, in thousands","From 16 to 24 years","Males",":",""
"2010","Euro area - 18 countries (2014)","Cumulative difference from 2008, in thousands","From 16 to 24 years","Females",":",""
"2010","Euro area - 18 countries (2014)","Cumulative difference from 2008, in thousands","From 25 to 54 years","Total",":",""
"2010","Euro area - 18 countries (2014)","Cumulative difference from 2008, in thousands","From 25 to 54 years","Males",":",""
"2010","Euro area - 18 countries (2014)","Cumulative difference from 2008, in thousands","From 25 to 54 years","Females",":",""
"2010","Euro area - 18 countries (2014)","Cumulative difference from 2008, in thousands","55 years or over","Total",":",""
"2010","Euro area - 18 countries (2014)","Cumulative difference from 2008, in thousands","55 years or over","Males",":",""
"2010","Euro area - 18 countries (2014)","Cumulative difference from 2008, in thousands","55 years or over","Females",":",""
"2010","Euro area - 18 countries (2014)","Thousand persons","Total","Total","71,656",""
"2010","Euro area - 18 countries (2014)","Thousand persons","Total","Males","33,224",""
"2010","Euro area - 18 countries (2014)","Thousand persons","Total","Females","38,432",""
"2010","Euro area - 18 countries (2014)","Thousand persons","Less than 16 years","Total","13,464",""
"2010","Euro area - 18 countries (2014)","Thousand persons","Less than 16 years","Males","6,982",""
"2010","Euro area - 18 countries (2014)","Thousand persons","Less than 16 years","Females","6,482",""
"2010","Euro area - 18 countries (2014)","Thousand persons","From 16 to 24 years","Total","9,444",""
"2010","Euro area - 18 countries (2014)","Thousand persons","From 16 to 24 years","Males","4,561",""
"2010","Euro area - 18 countries (2014)","Thousand persons","From 16 to 24 years","Females","4,882",""
"2010","Euro area - 18 countries (2014)","Thousand persons","From 25 to 54 years","Total","29,036",""
"2010","Euro area - 18 countries (2014)","Thousand persons","From 25 to 54 years","Males","13,930",""
"2010","Euro area - 18 countries (2014)","Thousand persons","From 25 to 54 years","Females","15,106",""
"2010","Euro area - 18 countries (2014)","Thousand persons","55 years or over","Total","19,712",""
"2010","Euro area - 18 countries (2014)","Thousand persons","55 years or over","Males","7,750",""
"2010","Euro area - 18 countries (2014)","Thousand persons","55 years or over","Females","11,962",""
"2010","Euro area - 18 countries (2014)","Percentage","Total","Total","21.9",""
"2010","Euro area - 18 countries (2014)","Percentage","Total","Males","20.8",""
"2010","Euro area - 18 countries (2014)","Percentage","Total","Females","23.0",""
"2010","Euro area - 18 countries (2014)","Percentage","Less than 16 years","Total","25.0",""
"2010","Euro area - 18 countries (2014)","Percentage","Less than 16 years","Males","24.9",""
"2010","Euro area - 18 countries (2014)","Percentage","Less than 16 years","Females","25.1",""
"2010","Euro area - 18 countries (2014)","Percentage","From 16 to 24 years","Total","27.8",""
"2010","Euro area - 18 countries (2014)","Percentage","From 16 to 24 years","Males","26.4",""
"2010","Euro area - 18 countries (2014)","Percentage","From 16 to 24 years","Females","29.3",""
"2010","Euro area - 18 countries (2014)","Percentage","From 25 to 54 years","Total","20.7",""
"2010","Euro area - 18 countries (2014)","Percentage","From 25 to 54 years","Males","20.1",""
"2010","Euro area - 18 countries (2014)","Percentage","From 25 to 54 years","Females","21.3",""
"2010","Euro area - 18 countries (2014)","Percentage","55 years or over","Total","19.9",""
"2010","Euro area - 18 countries (2014)","Percentage","55 years or over","Males","17.1",""
"2010","Euro area - 18 countries (2014)","Percentage","55 years or over","Females","22.3",""
"2010","Belgium","Cumulative difference from 2008, in thousands","Total","Total","41",""
"2010","Belgium","Cumulative difference from 2008, in thousands","Total","Males",":",""
"2010","Belgium","Cumulative difference from 2008, in thousands","Total","Females",":",""
"2010","Belgium","Cumulative difference from 2008, in thousands","Less than 16 years","Total",":",""
"2010","Belgium","Cumulative difference from 2008, in thousands","Less than 16 years","Males",":",""
"2010","Belgium","Cumulative difference from 2008, in thousands","Less than 16 years","Females",":",""
"2010","Belgium","Cumulative difference from 2008, in thousands","From 16 to 24 years","Total",":",""
"2010","Belgium","Cumulative difference from 2008, in thousands","From 16 to 24 years","Males",":",""
"2010","Belgium","Cumulative difference from 2008, in thousands","From 16 to 24 years","Females",":",""
"2010","Belgium","Cumulative difference from 2008, in thousands","From 25 to 54 years","Total",":",""
"2010","Belgium","Cumulative difference from 2008, in thousands","From 25 to 54 years","Males",":",""
"2010","Belgium","Cumulative difference from 2008, in thousands","From 25 to 54 years","Females",":",""
"2010","Belgium","Cumulative difference from 2008, in thousands","55 years or over","Total",":",""
"2010","Belgium","Cumulative difference from 2008, in thousands","55 years or over","Males",":",""
"2010","Belgium","Cumulative difference from 2008, in thousands","55 years or over","Females",":",""
"2010","Belgium","Thousand persons","Total","Total","2,235",""
"2010","Belgium","Thousand persons","Total","Males","1,054",""
"2010","Belgium","Thousand persons","Total","Females","1,181",""
"2010","Belgium","Thousand persons","Less than 16 years","Total","462",""
"2010","Belgium","Thousand persons","Less than 16 years","Males","229",""
"2010","Belgium","Thousand persons","Less than 16 years","Females","233",""
"2010","Belgium","Thousand persons","From 16 to 24 years","Total","254",""
"2010","Belgium","Thousand persons","From 16 to 24 years","Males","130",""
"2010","Belgium","Thousand persons","From 16 to 24 years","Females","124",""
"2010","Belgium","Thousand persons","From 25 to 54 years","Total","835",""
"2010","Belgium","Thousand persons","From 25 to 54 years","Males","401",""
"2010","Belgium","Thousand persons","From 25 to 54 years","Females","434",""
"2010","Belgium","Thousand persons","55 years or over","Total","684",""
"2010","Belgium","Thousand persons","55 years or over","Males","293",""
"2010","Belgium","Thousand persons","55 years or over","Females","391",""
"2010","Belgium","Percentage","Total","Total","20.8",""
"2010","Belgium","Percentage","Total","Males","20.0",""
"2010","Belgium","Percentage","Total","Females","21.7",""
"2010","Belgium","Percentage","Less than 16 years","Total","23.2",""
"2010","Belgium","Percentage","Less than 16 years","Males","22.5",""
"2010","Belgium","Percentage","Less than 16 years","Females","23.9",""
"2010","Belgium","Percentage","From 16 to 24 years","Total","21.3",""
"2010","Belgium","Percentage","From 16 to 24 years","Males","21.6",""
"2010","Belgium","Percentage","From 16 to 24 years","Females","21.0",""
"2010","Belgium","Percentage","From 25 to 54 years","Total","18.5",""
"2010","Belgium","Percentage","From 25 to 54 years","Males","17.7",""
"2010","Belgium","Percentage","From 25 to 54 years","Females","19.4",""
"2010","Belgium","Percentage","55 years or over","Total","22.5",""
"2010","Belgium","Percentage","55 years or over","Males","21.0",""
"2010","Belgium","Percentage","55 years or over","Females","23.7",""
"2010","Bulgaria","Cumulative difference from 2008, in thousands","Total","Total","298",""
"2010","Bulgaria","Cumulative difference from 2008, in thousands","Total","Males",":",""
